number of workers affected,type of workers,workers affected working sector,text,primary_country,date_posted,format,url,NER_extracted_geolocation
"           1,800,000        ", Not Mentioned  , Housing ,"Numbers are fast approaching those of 2010, when the country faced its worst natural disaster: over 1.8 million houses were damaged, 7 million people were left homeless, and nearly 1,700 people lost their lives.",Pakistan,2022-08-30 11:07:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/news-alert-mercy-corps-responds-deadly-floods-pakistan-hundreds-thousands-left-homeless,
"           7,000,000        ", Not Mentioned  ,   Not Mentioned ,"Numbers are fast approaching those of 2010, when the country faced its worst natural disaster: over 1.8 million houses were damaged, 7 million people were left homeless, and nearly 1,700 people lost their lives.",Pakistan,2022-08-30 11:07:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/news-alert-mercy-corps-responds-deadly-floods-pakistan-hundreds-thousands-left-homeless,
"           1,700            ", Not Mentioned  ,   Not Mentioned ,"Numbers are fast approaching those of 2010, when the country faced its worst natural disaster: over 1.8 million houses were damaged, 7 million people were left homeless, and nearly 1,700 people lost their lives.",Pakistan,2022-08-30 11:07:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/news-alert-mercy-corps-responds-deadly-floods-pakistan-hundreds-thousands-left-homeless,
" 1,033                      ", N/A            , N/A               ,"According to the NDMA, between 14 June and 27 August at least 1,033 people were killed and 1,527 people injured, with numbers increasing as rains continue.2 Over 287,000 houses have been destroyed and over 662,000 partially damaged.",Pakistan,2022-08-30 05:13:16+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-01-sep-2022-28-feb-2023-issued-30-aug-2022,
" 1,527                      ", N/A            , N/A               ,"According to the NDMA, between 14 June and 27 August at least 1,033 people were killed and 1,527 people injured, with numbers increasing as rains continue.2 Over 287,000 houses have been destroyed and over 662,000 partially damaged.",Pakistan,2022-08-30 05:13:16+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-01-sep-2022-28-feb-2023-issued-30-aug-2022,
"          1,000         ",       N/A      ,  N/A   ,"The monsoon floods have so far resulted in over 1,000 deaths, including 348 children, and destroyed and damaged close to one million homes, 149 bridges and 3,451km of roads.",Pakistan,2022-08-29 23:48:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-launches-emergency-response-pakistan-floods,
          348          ,    Children    ,  N/A   ,"The monsoon floods have so far resulted in over 1,000 deaths, including 348 children, and destroyed and damaged close to one million homes, 149 bridges and 3,451km of roads.",Pakistan,2022-08-29 23:48:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-launches-emergency-response-pakistan-floods,
"        1,000,000       ",       N/A      ,  Home  ,"The monsoon floods have so far resulted in over 1,000 deaths, including 348 children, and destroyed and damaged close to one million homes, 149 bridges and 3,451km of roads.",Pakistan,2022-08-29 23:48:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-launches-emergency-response-pakistan-floods,
 180                       , None Mentioned , None Mentioned               ,Over 180 people have been killed and upwards of 3300 homes have been destroyed.,Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
" 1,343 ", N/A , N/A ,"Almost 1,343 people have been injured and about 670,328 houses have been damaged.",Pakistan,2022-08-29 17:27:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/islamic-relief-pakistan-balochistan-flood-emergency-26-august-2022,
         1000          ,       N/A      ,  N/A   ,Le bilan humain et matériel des inondations est très lourd: l’on dénombre plus de 1000 morts et de nombreuses infrastructures ont été détruites.,Pakistan,2022-08-29 16:54:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/la-belgique-offre-une-aide-durgence-au-pakistan-b-fast,
" 1,000 ", N/A , N/A ,"The human and material toll of the floods is very high: over 1,000 people have died and many infrastructures have been destroyed.",Pakistan,2022-08-29 11:47:28+00:00,News and Press Release,https://reliefweb.int/report/pakistan/belgium-offers-emergency-aid-pakistan-b-fast-ennl-0,
" 1,000,000 ", Unknown , Housing ,"The estimated number of affected people is around 30 million, and around 1 million houses are totally or partially damaged leaving behind millions in need of urgent shelter.",Pakistan,2022-08-29 10:41:59+00:00,Situation Report,https://reliefweb.int/report/pakistan/flood-disaster-pakistan-situation-report-29-august-2022,
" 30,000,000 ", Unknown , Unknown ,"The estimated number of affected people is around 30 million, and around 1 million houses are totally or partially damaged leaving behind millions in need of urgent shelter.",Pakistan,2022-08-29 10:41:59+00:00,Situation Report,https://reliefweb.int/report/pakistan/flood-disaster-pakistan-situation-report-29-august-2022,
" 1,343                     ", N/A                      , N/A                             ,"Latest Figures released by the National Disaster Management Authority (NDMA) indicate that over 930 people have died and 1,343 have been injured and approximately 670,000 houses have been damaged .",Pakistan,2022-08-29 07:23:41+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-poverty-alleviation-fund-ppaf-releases-pkr-250m-flood-emergency-response,
 930                       , N/A                      , N/A                             ,"Latest Figures released by the National Disaster Management Authority (NDMA) indicate that over 930 people have died and 1,343 have been injured and approximately 670,000 houses have been damaged .",Pakistan,2022-08-29 07:23:41+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-poverty-alleviation-fund-ppaf-releases-pkr-250m-flood-emergency-response,
" 793,995          ", Livestock keepers , Livestock ,"These communities who were already living on edge now need to cope with this sudden shock of lost livelihoods as crops and agricultural land have been damaged and over 793,995 livestock have been lost.",Pakistan,2022-08-29 07:23:41+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-poverty-alleviation-fund-ppaf-releases-pkr-250m-flood-emergency-response,
"         949,858           ",     Housing    ,Infrastructure,"The flood has also badly affected infrastructure, so far 949,858 houses have been damaged across the country.",Pakistan,2022-08-29 01:39:34+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-asia-pacific-monsoon-floods-emergency-appeal-no-mdrpk023,
"         30,000,000          ",     N/A        , N/A    ,"The estimated number of affected people is around 30 million, and around 1 million houses are totally or partially damaged leaving behind millions in need of urgent shelter.",Pakistan,2022-08-27 23:04:10+00:00,Situation Report,https://reliefweb.int/report/pakistan/flood-disaster-pakistan-situation-report-27-august-2022,
"         1,000,000          ",      N/A       , Housing & Construction  ,"The estimated number of affected people is around 30 million, and around 1 million houses are totally or partially damaged leaving behind millions in need of urgent shelter.",Pakistan,2022-08-27 23:04:10+00:00,Situation Report,https://reliefweb.int/report/pakistan/flood-disaster-pakistan-situation-report-27-august-2022,
 900 , Not specified , Not specified ,"Over 900 people were killed by devastating monsoon rains and floods including 326 children and at least 95,350 homes have been destroyed.",Pakistan,2022-08-27 15:09:32+00:00,News and Press Release,https://reliefweb.int/report/pakistan/wateraid-helps-families-hit-devastating-floods-pakistan,
 326 , Children , Not specified ,"Over 900 people were killed by devastating monsoon rains and floods including 326 children and at least 95,350 homes have been destroyed.",Pakistan,2022-08-27 15:09:32+00:00,News and Press Release,https://reliefweb.int/report/pakistan/wateraid-helps-families-hit-devastating-floods-pakistan,
" 95,350 ", Not specified , Not specified ,"Over 900 people were killed by devastating monsoon rains and floods including 326 children and at least 95,350 homes have been destroyed.",Pakistan,2022-08-27 15:09:32+00:00,News and Press Release,https://reliefweb.int/report/pakistan/wateraid-helps-families-hit-devastating-floods-pakistan,
 627 , N/A (not mentioned) , N/A (not mentioned) ,"More than 30,000 people were severely affected, with 543 deaths, 627 injuries, over 46,000 homes submerged, and many roads and bridges damaged.",Pakistan,2022-08-27 06:30:23+00:00,News and Press Release,https://reliefweb.int/report/pakistan/qrcs-launches-emergency-response-pakistan-floods-enar,
" 30,000 ", N/A (not mentioned) , N/A (not mentioned) ,"More than 30,000 people were severely affected, with 543 deaths, 627 injuries, over 46,000 homes submerged, and many roads and bridges damaged.",Pakistan,2022-08-27 06:30:23+00:00,News and Press Release,https://reliefweb.int/report/pakistan/qrcs-launches-emergency-response-pakistan-floods-enar,
 543 , N/A (not mentioned) , N/A (not mentioned) ,"More than 30,000 people were severely affected, with 543 deaths, 627 injuries, over 46,000 homes submerged, and many roads and bridges damaged.",Pakistan,2022-08-27 06:30:23+00:00,News and Press Release,https://reliefweb.int/report/pakistan/qrcs-launches-emergency-response-pakistan-floods-enar,
" 20,000,000 ", Not specified , Not specified ,"“The devastation seen is giving frightening flashbacks of the devastating mega floods in 2010 which affected 20 million people.""",Pakistan,2022-08-27 02:46:30+00:00,News and Press Release,https://reliefweb.int/report/pakistan/sea-flood-waters-ravage-pakistan-affecting-millions-people,
" 19,630 ", N/A , Housing ,"More than 19,630 houses have been partially damaged, and 7,267 houses have been fully damaged.",Pakistan,2022-08-26 15:14:51+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022,
" 7,267 ", N/A , Housing ,"More than 19,630 houses have been partially damaged, and 7,267 houses have been fully damaged.",Pakistan,2022-08-26 15:14:51+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022,
