Number of Buildings Mentioned,What Happened,Type of Building,text,primary_country,date_posted,format,url,NER_extracted_geolocation
" 287,000 ", fully destroyed , Household ,"Over 1,100 people including over 350 children have lost their lives, more than 1,600 people have been injured, over 287,000 houses have been fully and 662,000 partially destroyed, over 735,000 livestock have perished and 2 million acres of crops have been adversely impacted, besides severe damage to communications infrastructure.",Pakistan,2022-08-30 11:59:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/joint-launch-2022-pakistan-floods-response-plan-government-pakistan-and-united-nations,
"        1,000,000        ",                Damaged/Destroyed                ,     Household     ,"According to National Disaster Management Authority (NDMA), as of 29 August, more than 33 million people have been affected and more than 1 million houses damaged or destroyed.",Pakistan,2022-08-30 11:16:19+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-monsoon-rain-update-gdacs-ndma-pakistan-copernicus-emsr-pmd-echo-daily-flash-30-august-2022,
 1.8 million , Damaged , Household ,"Numbers are fast approaching those of 2010, when the country faced its worst natural disaster: over 1.8 million houses were damaged, 7 million people were left homeless, and nearly 1,700 people lost their lives.",Pakistan,2022-08-30 11:07:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/news-alert-mercy-corps-responds-deadly-floods-pakistan-hundreds-thousands-left-homeless,
" 300,000            ", Destroyed                            , Household        ,"Minister Coveney has offered his deepest condolences to the people of Pakistan following the widespread flooding which has killed more than 1,000 people, destroyed over 300,000 homes and left millions displaced.",Pakistan,2022-08-30 09:02:37+00:00,News and Press Release,https://reliefweb.int/report/pakistan/minister-coveney-announces-eu500000-emergency-assistance-pakistan,Pakistan
" 287,000 ", Destroyed , Household ,"According to the NDMA, between 14 June and 27 August at least 1,033 people were killed and 1,527 people injured, with numbers increasing as rains continue.2 Over 287,000 houses have been destroyed and over 662,000 partially damaged.",Pakistan,2022-08-30 05:13:16+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-01-sep-2022-28-feb-2023-issued-30-aug-2022,
" 662,000 ", Partially Damaged , Household ,"According to the NDMA, between 14 June and 27 August at least 1,033 people were killed and 1,527 people injured, with numbers increasing as rains continue.2 Over 287,000 houses have been destroyed and over 662,000 partially damaged.",Pakistan,2022-08-30 05:13:16+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-01-sep-2022-28-feb-2023-issued-30-aug-2022,
 149 , Damaged , Residence ,"The monsoon floods have so far resulted in over 1,000 deaths, including 348 children, and destroyed and damaged close to one million homes, 149 bridges and 3,451km of roads.",Pakistan,2022-08-29 23:48:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-launches-emergency-response-pakistan-floods,
 149 , Destroyed , Residence ,"The monsoon floods have so far resulted in over 1,000 deaths, including 348 children, and destroyed and damaged close to one million homes, 149 bridges and 3,451km of roads.",Pakistan,2022-08-29 23:48:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-launches-emergency-response-pakistan-floods,
" 1,000,000 ", Destroyed , Household ,"The monsoon floods have so far resulted in over 1,000 deaths, including 348 children, and destroyed and damaged close to one million homes, 149 bridges and 3,451km of roads.",Pakistan,2022-08-29 23:48:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-launches-emergency-response-pakistan-floods,
" 1,000,000 ", Damaged , Household ,"The monsoon floods have so far resulted in over 1,000 deaths, including 348 children, and destroyed and damaged close to one million homes, 149 bridges and 3,451km of roads.",Pakistan,2022-08-29 23:48:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-launches-emergency-response-pakistan-floods,
" 3,000 ", Destroyed , Roads ,"Since mid-June, the monsoons have destroyed 3,000 kilometers of road, 130 bridges and 495,000 homes.",Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
 130 , Destroyed , Bridges ,"Since mid-June, the monsoons have destroyed 3,000 kilometers of road, 130 bridges and 495,000 homes.",Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
        3300         ,    Destroyed    ,     Household    ,Over 180 people have been killed and upwards of 3300 homes have been destroyed.,Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
         180         ,      -          ,      -           ,Over 180 people have been killed and upwards of 3300 homes have been destroyed.,Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
" 495,000 ", Damaged or Destroyed , Household/Residence ,"Since mid-June, the monsoons have destroyed 3,000 kilometers of road, 130 bridges and 495,000 homes.",Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
 145                               , Destroyed                      , Bridges                       ,"3,082 kilometers of roads and 145 bridges are destroyed.",Pakistan,2022-08-29 17:27:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/islamic-relief-pakistan-balochistan-flood-emergency-26-august-2022,
" 670,328 ", Damaged ," Household, Residence ","Almost 1,343 people have been injured and about 670,328 houses have been damaged.",Pakistan,2022-08-29 17:27:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/islamic-relief-pakistan-balochistan-flood-emergency-26-august-2022,
" 3,082                             ", Destroyed                      , Roads                         ,"3,082 kilometers of roads and 145 bridges are destroyed.",Pakistan,2022-08-29 17:27:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/islamic-relief-pakistan-balochistan-flood-emergency-26-august-2022,
" 1,000,000 ", Totally or partially damaged , Household / Residence ,"The estimated number of affected people is around 30 million, and around 1 million houses are totally or partially damaged leaving behind millions in need of urgent shelter.",Pakistan,2022-08-29 10:41:59+00:00,Situation Report,https://reliefweb.int/report/pakistan/flood-disaster-pakistan-situation-report-29-august-2022,
" 670,000 ", Damaged , Household/Residential ,"Latest Figures released by the National Disaster Management Authority (NDMA) indicate that over 930 people have died and 1,343 have been injured and approximately 670,000 houses have been damaged .",Pakistan,2022-08-29 07:23:41+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-poverty-alleviation-fund-ppaf-releases-pkr-250m-flood-emergency-response,
"            949,858           ",                 Damaged                  ,     Household     ,"The flood has also badly affected infrastructure, so far 949,858 houses have been damaged across the country.",Pakistan,2022-08-29 01:39:34+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-asia-pacific-monsoon-floods-emergency-appeal-no-mdrpk023,
" 700,000 ", Destroyed , Household/Residence ,"Extreme monsoon rainfall has affected millions, with at least 700,000 homes destroyed.",Pakistan,2022-08-28 21:51:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/uk-assisting-pakistan-flood-relief-efforts,
"     1,000,000     ",      Totally or partially damaged    ,     Household/Residence     ,"The estimated number of affected people is around 30 million, and around 1 million houses are totally or partially damaged leaving behind millions in need of urgent shelter.",Pakistan,2022-08-27 23:04:10+00:00,Situation Report,https://reliefweb.int/report/pakistan/flood-disaster-pakistan-situation-report-27-august-2022,
"            46,000            ",               Submerged                  ,    Household     ,"More than 30,000 people were severely affected, with 543 deaths, 627 injuries, over 46,000 homes submerged, and many roads and bridges damaged.",Pakistan,2022-08-27 06:30:23+00:00,News and Press Release,https://reliefweb.int/report/pakistan/qrcs-launches-emergency-response-pakistan-floods-enar,
" 7,267              ", Full Damage    , Household     ,"More than 19,630 houses have been partially damaged, and 7,267 houses have been fully damaged.",Pakistan,2022-08-26 15:14:51+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022,
" 19,630             ", Partial Damage , Household     ,"More than 19,630 houses have been partially damaged, and 7,267 houses have been fully damaged.",Pakistan,2022-08-26 15:14:51+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022,
" 83,000             ", Damaged, Household/Residence   ,"Almost 1,300 people have been injured and about 495,259 houses have been damaged and only almost 83,000 in the last 24 hours.",Pakistan,2022-08-26 14:19:13+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-august-25-2022,
