Number of People Mentioned,What Happened,Age,Gender,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 1 , Died , Adult (female) , Female ,01x female & 01x child died and 02x male & children got injured due to building collapse.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 1 , Died , Child , Female ,01x female & 01x child died and 02x male & children got injured due to building collapse.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 2 , Injured , Adult (male) , Male ,01x female & 01x child died and 02x male & children got injured due to building collapse.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 2 , Injured , Child , Male ,01x female & 01x child died and 02x male & children got injured due to building collapse.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 1               , Dead               , Unknown , Male   ,01x house fully damaged and 01x male dead.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 1 , Dead , N/A , Female ,"(29th July – 01st Aug 2022) 01x child dead, 01x male, 01x female, 01x child got injured and 11x houses fully & 32x house partially damaged.",Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 75                        , Large Ruminant has died , 0 , 0 ,"As per the PDMA situation report on 25th July 2022 1458 Houses has completed damaged, 215 has partially damaged, 75 large Ruminant has died and 42 KM roads has been damaged.",Pakistan,2022-08-02 09:47:48+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-monsoon-rainsfloods-2022-emergency-response-plan-implementation-period-july-2022-june-2023,
 419 , Dead , - , - ,"As of 30 July, the National Disaster Management Authority (NDMA) reported that the floods have resulted in
419 deaths (including 77 children, 177 men and 168 women) and some 500 people have been injured (including
251 Men, 155 women and 94 Children).",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
 77 , Dead - Children , - , Male/Female unspecified ,"As of 30 July, the National Disaster Management Authority (NDMA) reported that the floods have resulted in
419 deaths (including 77 children, 177 men and 168 women) and some 500 people have been injured (including
251 Men, 155 women and 94 Children).",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
 177 , Dead - Men , - , Male ,"As of 30 July, the National Disaster Management Authority (NDMA) reported that the floods have resulted in
419 deaths (including 77 children, 177 men and 168 women) and some 500 people have been injured (including
251 Men, 155 women and 94 Children).",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
 168 , Dead - Women , - , Female ,"As of 30 July, the National Disaster Management Authority (NDMA) reported that the floods have resulted in
419 deaths (including 77 children, 177 men and 168 women) and some 500 people have been injured (including
251 Men, 155 women and 94 Children).",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
 500 , Injured , - , - ,"As of 30 July, the National Disaster Management Authority (NDMA) reported that the floods have resulted in
419 deaths (including 77 children, 177 men and 168 women) and some 500 people have been injured (including
251 Men, 155 women and 94 Children).",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
 251 , Injured - Men , - , Male ,"As of 30 July, the National Disaster Management Authority (NDMA) reported that the floods have resulted in
419 deaths (including 77 children, 177 men and 168 women) and some 500 people have been injured (including
251 Men, 155 women and 94 Children).",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
 155 , Injured - Women , - , Female ,"As of 30 July, the National Disaster Management Authority (NDMA) reported that the floods have resulted in
419 deaths (including 77 children, 177 men and 168 women) and some 500 people have been injured (including
251 Men, 155 women and 94 Children).",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
 94 , Injured - Children , - , Male/Female unspecified ,"As of 30 July, the National Disaster Management Authority (NDMA) reported that the floods have resulted in
419 deaths (including 77 children, 177 men and 168 women) and some 500 people have been injured (including
251 Men, 155 women and 94 Children).",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
 9             , Injured        , Children , Unknown,"Due to heavy rain, 09x children injured.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 2 , Injured , Adult , Male ,"Due rain, 1 x house collapsed resulting into deaths of 03x males and 07 females, whereas, 02x males injured.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 1 , Injured , Not specified , Male ,"Due to rain, 04x males died and 04x females, 01x male injured and 02x house partially damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 6 , Died , Not specified , Male ,"Due to rain/flash flooding, 06x males died.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 2 , Died , Not specified , Male ,Due to flooding 02x males & 01x female died.,Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 1 , Dead , Unknown , Male ,"Due to rain, 01x male dead and 01x house partially damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 1               , Died (Child)         , N/A  , N/A    ,"Due to rain, 01x child died and 01x house fully & 05x houses partially damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 6               , Damaged (Fully/Partially) , N/A  , N/A    ,"Due to rain, 01x child died and 01x house fully & 05x houses partially damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 1           , Dead  , N/A , Male   ,"Due to rain, 01x male dead and 01x house partially & 01 house fully damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 1           , Partially Damaged , N/A , N/A ,"Due to rain, 01x male dead and 01x house partially & 01 house fully damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 4 , Dead , Not specified , Male ,"Due to rain, 04x males died and 04x females, 01x male injured and 02x house partially damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 4 , Dead , Not specified , Female ,"Due to rain, 04x males died and 04x females, 01x male injured and 02x house partially damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 1 , Died , Not specified , Female ,Due to flooding 02x males & 01x female died.,Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 2 , Not specified , Not specified , Not specified ,"Due to rain, 04x males died and 04x females, 01x male injured and 02x house partially damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 2                , Injured       , N/A , Child  ,"Due to rain, 01x female and 01x child died, 02x females and 02x children injured.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 18                        , Dead                          , N/A , N/A    ,18 x dead bodies are recovered out of which 3 have been identified (details to follow).,Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 3 , Death , Adult , Male ,"Due rain, 1 x house collapsed resulting into deaths of 03x males and 07 females, whereas, 02x males injured.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 1 , House collapse resulting in death , Unknown , Unknown ,"Due rain, 1 x house collapsed resulting into deaths of 03x males and 07 females, whereas, 02x males injured.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
        1        ,      Died     , N/A ,  Male  ,"1x male died on 22nd July 2022, due to rain is reported on 31st Jul 2022.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 7 , Death , Adult , Female ,"Due rain, 1 x house collapsed resulting into deaths of 03x males and 07 females, whereas, 02x males injured.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 2                , Injured       , N/A , Female ,"Due to rain, 01x female and 01x child died, 02x females and 02x children injured.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 1                , Dead          , N/A , Female ,"Due to rain, 01x female and 01x child died, 02x females and 02x children injured.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 3                         , Identified                    , N/A , N/A    ,18 x dead bodies are recovered out of which 3 have been identified (details to follow).,Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
