number of workers affected,type of workers,workers affected working sector,productive asset type,productive asset loss,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 Unknown                   , Unknown         , Homes  , Homes                 , Damage/Destroyed              ,"In addition, more than one million homes have been damaged or destroyed, and nearly 735,000 livestock – a major source of livelihoods and food – have been lost, and the flooding has damaged roads and more than two million acres of agricultural land.",Pakistan,2022-08-30 21:53:13+00:00,News and Press Release,https://reliefweb.int/report/pakistan/united-states-providing-additional-30-million-critical-humanitarian-assistance-response-flooding-pakistan,
" 1,000,000                 ", Unknown         , Unknown, N/A                   , N/A                           ,"In addition, more than one million homes have been damaged or destroyed, and nearly 735,000 livestock – a major source of livelihoods and food – have been lost, and the flooding has damaged roads and more than two million acres of agricultural land.",Pakistan,2022-08-30 21:53:13+00:00,News and Press Release,https://reliefweb.int/report/pakistan/united-states-providing-additional-30-million-critical-humanitarian-assistance-response-flooding-pakistan,
-----------------------,----------------,----------------,-----------------------,---------------,"According to the Ministry of National Health Services, Regulations and Coordination, at least 1000 people have been killed and 1500 injured as a result of this natural disaster, and more than 161 000 people have been displaced to relief camps.",Pakistan,2022-08-30 15:37:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/major-health-risks-unfolding-amid-floods-pakistan,
       1000            ,       N/A      ,       N/A       ,         N/A           ,      N/A      ,"According to the Ministry of National Health Services, Regulations and Coordination, at least 1000 people have been killed and 1500 injured as a result of this natural disaster, and more than 161 000 people have been displaced to relief camps.",Pakistan,2022-08-30 15:37:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/major-health-risks-unfolding-amid-floods-pakistan,
       1500            ,       N/A      ,       N/A       ,         N/A           ,      N/A      ,"According to the Ministry of National Health Services, Regulations and Coordination, at least 1000 people have been killed and 1500 injured as a result of this natural disaster, and more than 161 000 people have been displaced to relief camps.",Pakistan,2022-08-30 15:37:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/major-health-risks-unfolding-amid-floods-pakistan,
         N/A           ,       N/A      ,       N/A       ,         N/A           ,     161000    ,"According to the Ministry of National Health Services, Regulations and Coordination, at least 1000 people have been killed and 1500 injured as a result of this natural disaster, and more than 161 000 people have been displaced to relief camps.",Pakistan,2022-08-30 15:37:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/major-health-risks-unfolding-amid-floods-pakistan,
 --------------------------,----------------,---------,--------------------------------,--------------------------------,"Numbers are fast approaching those of 2010, when the country faced its worst natural disaster: over 1.8 million houses were damaged, 7 million people were left homeless, and nearly 1,700 people lost their lives.",Pakistan,2022-08-30 11:07:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/news-alert-mercy-corps-responds-deadly-floods-pakistan-hundreds-thousands-left-homeless,
           0                ,   Not Mentioned , Not Mentioned ,             Not Mentioned           ,             Not Mentioned                ,"Numbers are fast approaching those of 2010, when the country faced its worst natural disaster: over 1.8 million houses were damaged, 7 million people were left homeless, and nearly 1,700 people lost their lives.",Pakistan,2022-08-30 11:07:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/news-alert-mercy-corps-responds-deadly-floods-pakistan-hundreds-thousands-left-homeless,
"           1,800,000        ", Not Mentioned  , Housing ,             Not Mentioned           ,             Not Mentioned                ,"Numbers are fast approaching those of 2010, when the country faced its worst natural disaster: over 1.8 million houses were damaged, 7 million people were left homeless, and nearly 1,700 people lost their lives.",Pakistan,2022-08-30 11:07:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/news-alert-mercy-corps-responds-deadly-floods-pakistan-hundreds-thousands-left-homeless,
"           7,000,000        ", Not Mentioned  ,   Not Mentioned ,             Not Mentioned          ,             Not Mentioned                ,"Numbers are fast approaching those of 2010, when the country faced its worst natural disaster: over 1.8 million houses were damaged, 7 million people were left homeless, and nearly 1,700 people lost their lives.",Pakistan,2022-08-30 11:07:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/news-alert-mercy-corps-responds-deadly-floods-pakistan-hundreds-thousands-left-homeless,
"           1,700            ", Not Mentioned  ,   Not Mentioned ,             Not Mentioned          ,             Not Mentioned                ,"Numbers are fast approaching those of 2010, when the country faced its worst natural disaster: over 1.8 million houses were damaged, 7 million people were left homeless, and nearly 1,700 people lost their lives.",Pakistan,2022-08-30 11:07:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/news-alert-mercy-corps-responds-deadly-floods-pakistan-hundreds-thousands-left-homeless,
------------------,----------------,--------,-----------------------,-----------------------,More than 1000 people were died and 1500 were badly injured.,Pakistan,2022-08-30 14:24:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/ingosphf-members-reach-out-777667-people-immediately-providing-humanitarian-response-pakistan,
      2500        , Not specified  ,  Not specified , Not specified , Not specified ,More than 1000 people were died and 1500 were badly injured.,Pakistan,2022-08-30 14:24:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/ingosphf-members-reach-out-777667-people-immediately-providing-humanitarian-response-pakistan,
      1000        , Not specified  ,  Not specified , Not specified , Not specified ,More than 1000 people were died and 1500 were badly injured.,Pakistan,2022-08-30 14:24:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/ingosphf-members-reach-out-777667-people-immediately-providing-humanitarian-response-pakistan,
      1500        , Not specified  ,  Not specified , Not specified , Not specified ,More than 1000 people were died and 1500 were badly injured.,Pakistan,2022-08-30 14:24:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/ingosphf-members-reach-out-777667-people-immediately-providing-humanitarian-response-pakistan,
 --- , --- , --- , --- , --- ,"In addition, more than 949,858 house were badly destroyed, 2 million acres of crops were badly impacted, and 719,558 livestock were lost.",Pakistan,2022-08-30 14:24:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/ingosphf-members-reach-out-777667-people-immediately-providing-humanitarian-response-pakistan,
 N/A , N/A , N/A , N/A , N/A ,"In addition, more than 949,858 house were badly destroyed, 2 million acres of crops were badly impacted, and 719,558 livestock were lost.",Pakistan,2022-08-30 14:24:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/ingosphf-members-reach-out-777667-people-immediately-providing-humanitarian-response-pakistan,
" 949,858 ", N/A , Housing , N/A , Badly destroyed ,"In addition, more than 949,858 house were badly destroyed, 2 million acres of crops were badly impacted, and 719,558 livestock were lost.",Pakistan,2022-08-30 14:24:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/ingosphf-members-reach-out-777667-people-immediately-providing-humanitarian-response-pakistan,
" 2,000,000 ", N/A , Agriculture , Crops , Badly impacted ,"In addition, more than 949,858 house were badly destroyed, 2 million acres of crops were badly impacted, and 719,558 livestock were lost.",Pakistan,2022-08-30 14:24:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/ingosphf-members-reach-out-777667-people-immediately-providing-humanitarian-response-pakistan,
