number of workers affected,type of workers,workers affected working sector,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 2000 (deaths) and 5000 (injuries) , Not specified , Not specified ,"According to local authorities, more than 2,000 deaths and 5,000 injuries have been reported in the northwest of the country following the earthquake.",Syria,2023-02-10 15:16:07+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/turkiye-and-syria-irc-warns-worsening-public-health-crisis-northwest-syria-following-earthquake,
" 6,400                      ", N/A             , Construction   ,"It is estimated that over 6,400 buildings collapsed during the earthquake.",Türkiye,2023-02-10 13:25:26+00:00,Situation Report,https://reliefweb.int/report/turkiye/unhcr-turkiye-emergency-response-earthquake-9-february-2023,
 35 , School staff , Education ,35 schools are hosting displaced people who fled the earthquake because their homes are dangerous.,Syria,2023-02-10 00:00:00+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/humanitarian-situation-north-west-syria-following-devastating-earthquake-situation-report-v05-10-february-2023-enar,
 8000                      , Search and Rescue teams , N/A ,"Thousands of buildings collapsed throughout the region.ii As of Tuesday afternoon, nearly 8,000 people have been rescued by search and rescue teams in Türkiye.",Türkiye,2023-02-09 22:49:01+00:00,News and Press Release,https://reliefweb.int/report/turkiye/2023-turkiye-syria-earthquakes-response-situation-report-4-february-9-2023,Türkiye
" 23,000,000 ", NA , NA ,"The earthquakes are estimated to have impacted 23 million people, many of whom are children like Noor.",Syria,2023-02-09 18:34:43+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/trapped-without-food-how-syria-grappling-one-worlds-worst-earthquakes-century,
 5252                       , N/A             , Health ,"● Health: Already strained health facilities are being overwhelmed by the number of casualties, with at least 5,252 injured people and 3,317 deaths across areas.",Syria,2023-02-09 17:53:09+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-daily-highlights-09022023,
 3317                       , N/A             , N/A    ,"● Health: Already strained health facilities are being overwhelmed by the number of casualties, with at least 5,252 injured people and 3,317 deaths across areas.",Syria,2023-02-09 17:53:09+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-daily-highlights-09022023,
 3 , N/A , N/A ,Three other members of Zaher's family were lucky enough to be saved from the ruin in the first 72-hour period.,Syria,2023-02-09 13:58:12+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/72-hours-later-interactive-story-about-rescue-operations-syria,
" 16,000 ", Residents/Community Members , N/A ,"It collapsed thousands of buildings, claimed nearly 16,000 lives, and left many more injured and homeless.",Syria,2023-02-09 13:58:12+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/72-hours-later-interactive-story-about-rescue-operations-syria,
" 1,262            ", Civilian       , Health ,"• As of 8 February, the Syrian Health Ministry reported that at least 1,262 people were killed and over 2,285 were injured as a result of the earthquake across the Government-controlled areas of Aleppo, Latakia, Hama and Tartous Governorates.",Syria,2023-02-09 11:29:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unhcr-syria-emergency-response-earthquake-flash-update-3-8-february-2023,
" 2,285            ", Civilian       , Health ,"• As of 8 February, the Syrian Health Ministry reported that at least 1,262 people were killed and over 2,285 were injured as a result of the earthquake across the Government-controlled areas of Aleppo, Latakia, Hama and Tartous Governorates.",Syria,2023-02-09 11:29:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unhcr-syria-emergency-response-earthquake-flash-update-3-8-february-2023,
 1000                       , Not mentioned    , Not mentioned ,"The Ministry added that more than 1,000 people are injured.",Syria,2023-02-09 11:18:48+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unhcr-syria-emergency-response-earthquake-flash-update-1-6-february-2023,
" 20,000                    ",      -         ,  -     ,"Entire neighbourhoods were flattened by the 7.8 and 7.5 magnitude earthquakes that began at 4:17am local time on Monday, killing over 11,000 people so far with fears this toll could rise to 20,000.",Türkiye,2023-02-09 01:28:57+00:00,News and Press Release,https://reliefweb.int/report/turkiye/concern-worldwide-escalates-response-death-toll-rises-turkey-and-syria,
 500                       , Turkish and Syrian staff , Unspecified ,"The organisation’s 500 Turkish and Syrian staff survived the earthquakes, but were left traumatised and many are working from their cars due to the fear of more buildings collapsing during the hundreds of aftershocks that are still ongoing.",Türkiye,2023-02-09 01:28:57+00:00,News and Press Release,https://reliefweb.int/report/turkiye/concern-worldwide-escalates-response-death-toll-rises-turkey-and-syria,
" 11,000                    ",      -         ,  -     ,"Entire neighbourhoods were flattened by the 7.8 and 7.5 magnitude earthquakes that began at 4:17am local time on Monday, killing over 11,000 people so far with fears this toll could rise to 20,000.",Türkiye,2023-02-09 01:28:57+00:00,News and Press Release,https://reliefweb.int/report/turkiye/concern-worldwide-escalates-response-death-toll-rises-turkey-and-syria,
 35                        , Schools staff   , Education     ,• 35 schools are hosting displaced people who fled the earthquake because their homes are dangerous.,Syria,2023-02-09 00:00:00+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/humanitarian-situation-north-west-syria-following-devastating-earthquake-situation-report-v04-09-february-2023-enar,
" 2,976 ", N/A , N/A ,"The quake caused widespread damage to buildings and infrastructure, with reports of 2,976 Casualties in Syria, and 18,219 injuries.",Syria,2023-02-09 00:00:00+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/earthquake-northwest-syria-flash-update-february-9-2023-2000-turkiye-time,Syria
" 18,219 ", N/A , N/A ,"The quake caused widespread damage to buildings and infrastructure, with reports of 2,976 Casualties in Syria, and 18,219 injuries.",Syria,2023-02-09 00:00:00+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/earthquake-northwest-syria-flash-update-february-9-2023-2000-turkiye-time,Syria
" 4,000,000 ", Not specified , Not specified ,"Even before the earthquake, more than 4 million people were relying on some sort of humanitarian assistance, with the most recent disaster making them even more vulnerable to health risks.",Türkiye,2023-02-08 21:14:48+00:00,News and Press Release,https://reliefweb.int/report/turkiye/essential-medications-prepped-earthquake-ravaged-areas-syria-turkey,
" 23,000,000 ", Not specified , Not specified ,"The earthquakes are estimated to have impacted about 23 million people, many of whom are children.",Türkiye,2023-02-08 18:32:41+00:00,News and Press Release,https://reliefweb.int/report/turkiye/race-against-time-save-children-buried-under-rubble-turkiye-and-syria-following-devastating-earthquakes,
" 11,000 ", N/A , N/A ,"More than 11,000 people have been killed, 35,000 are injured, and thousands of buildings have collapsed throughout the region.",Türkiye,2023-02-08 16:44:52+00:00,News and Press Release,https://reliefweb.int/report/turkiye/2023-turkiye-syria-earthquakes-response-situation-report-3-february-8-2023,
" 35,000 ", N/A , N/A ,"More than 11,000 people have been killed, 35,000 are injured, and thousands of buildings have collapsed throughout the region.",Türkiye,2023-02-08 16:44:52+00:00,News and Press Release,https://reliefweb.int/report/turkiye/2023-turkiye-syria-earthquakes-response-situation-report-3-february-8-2023,
" 11,000 ", N/A , N/A ,"The earthquake killed over 11,000 people and caused widespread damage across the region.",Türkiye,2023-02-08 16:31:23+00:00,News and Press Release,https://reliefweb.int/report/turkiye/supporting-partners-turkey-and-syria-after-february-2023-earthquake,
 3432 , N/A , N/A ,"AFAD reports state that 3,432 people lost their lives, 21,103 people were injured and 5,606 buildings were destroyed in ten provinces.",Türkiye,2023-02-08 02:38:47+00:00,Appeal,https://reliefweb.int/report/turkiye/emergency-appeal-turkiye-europe-region-kahramanmaras-earthquake-operation-ndeg-mdrtr004,
 21103 , N/A , N/A ,"AFAD reports state that 3,432 people lost their lives, 21,103 people were injured and 5,606 buildings were destroyed in ten provinces.",Türkiye,2023-02-08 02:38:47+00:00,Appeal,https://reliefweb.int/report/turkiye/emergency-appeal-turkiye-europe-region-kahramanmaras-earthquake-operation-ndeg-mdrtr004,
"           13,000          ",       -        ,   -    ,"The devastation caused has been immense, with more than 3,000 people estimated to have lost their lives and over 13,000 injured.",Syria,2023-02-08 00:18:41+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/childfund-alliance-statement-earthquake-syria-and-turkiye,
"           3,000           ",    Employees   ,   -    ,"The devastation caused has been immense, with more than 3,000 people estimated to have lost their lives and over 13,000 injured.",Syria,2023-02-08 00:18:41+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/childfund-alliance-statement-earthquake-syria-and-turkiye,
 8000                       , Not specified   , Not specified  ,"Nearly 8,000 people have been rescued from 4,758 buildings destroyed in the tremors a day earlier, Turkiye's Disaster and Emergency Management Authority (AFAD) said in its latest statement.",Türkiye,2023-02-07 22:09:08+00:00,News and Press Release,https://reliefweb.int/report/turkiye/death-toll-likely-surpass-20000-aftermath-multiple-devastating-earthquakes-southern-turkiye-and-northern-syria-entr,
 2000 , N/A , N/A ,"With over 2,000 people confirmed dead, many injured and more fatalities expected, search and rescue operations are continuing amidst wide scale destruction, harsh winter conditions and loss of power.",Türkiye,2023-02-07 09:33:56+00:00,News and Press Release,https://reliefweb.int/report/turkiye/eu2-million-emergency-humanitarian-assistance-after-turkiyesyria-earthquake,
