Number of Buildings Mentioned,What Happened,Type of Building,housing sector losses reported,text,primary_country,date_posted,format,url,NER_extracted_geolocation
" 1,000 ", Damaged , Animal Shelters , N/A ,"Furthermore, the Pakistan Food Security and Agriculture Working Group (FSAWG) estimates that more than 1,000 animal shelters have been damaged, and that over 1 million acres of crops have been affected by the recent floods.",Pakistan,2022-08-13 05:13:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-flash-floods-situation-report-no-02-12-august-2022,
 N/A , Affected , Crops , 1 million acres ,"Furthermore, the Pakistan Food Security and Agriculture Working Group (FSAWG) estimates that more than 1,000 animal shelters have been damaged, and that over 1 million acres of crops have been affected by the recent floods.",Pakistan,2022-08-13 05:13:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-flash-floods-situation-report-no-02-12-august-2022,
------------------------------,--------------------,-----------------,--------------------------------,"• Cumulatively 50,000 houses have either been fully destroyed or partially damaged.",Pakistan,2022-08-09 05:53:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-8-august-2022,
"           50,000             ", Fully destroyed     ,   Household     ,              N/A               ,"• Cumulatively 50,000 houses have either been fully destroyed or partially damaged.",Pakistan,2022-08-09 05:53:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-8-august-2022,
                              , Partially damaged   ,   Residence     ,              N/A               ,"• Cumulatively 50,000 houses have either been fully destroyed or partially damaged.",Pakistan,2022-08-09 05:53:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-8-august-2022,
--------------------,-------------------------------------,-----------------,--------------------------------,"Meanwhile, 18,729 houses has been damaged (including 16873 fully and 2856 partially
damaged), moreover, 388.5 KM roads infrastructures has vanished, 03 shops has destructed and 03 Bridges
are collapsed Weather Forecast for Next 24 Hours by PMD.",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
"      18,729        ",               Damaged               ,   Household     ,           Not reported         ,"Meanwhile, 18,729 houses has been damaged (including 16873 fully and 2856 partially
damaged), moreover, 388.5 KM roads infrastructures has vanished, 03 shops has destructed and 03 Bridges
are collapsed Weather Forecast for Next 24 Hours by PMD.",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
"      16,873        ",                Fully                ,   Household     ,           Not reported         ,"Meanwhile, 18,729 houses has been damaged (including 16873 fully and 2856 partially
damaged), moreover, 388.5 KM roads infrastructures has vanished, 03 shops has destructed and 03 Bridges
are collapsed Weather Forecast for Next 24 Hours by PMD.",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
"       2,856        ",              Partially              ,   Household     ,           Not reported         ,"Meanwhile, 18,729 houses has been damaged (including 16873 fully and 2856 partially
damaged), moreover, 388.5 KM roads infrastructures has vanished, 03 shops has destructed and 03 Bridges
are collapsed Weather Forecast for Next 24 Hours by PMD.",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
                      0.3885 KM                    ,               Vanished              ,     Roads       ,           Not reported         ,"Meanwhile, 18,729 houses has been damaged (including 16873 fully and 2856 partially
damaged), moreover, 388.5 KM roads infrastructures has vanished, 03 shops has destructed and 03 Bridges
are collapsed Weather Forecast for Next 24 Hours by PMD.",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
          03        ,              Destructed             ,      Shops      ,           Not reported         ,"Meanwhile, 18,729 houses has been damaged (including 16873 fully and 2856 partially
damaged), moreover, 388.5 KM roads infrastructures has vanished, 03 shops has destructed and 03 Bridges
are collapsed Weather Forecast for Next 24 Hours by PMD.",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
          03        ,             Collapsed              ,     Bridges     ,           Not reported         ,"Meanwhile, 18,729 houses has been damaged (including 16873 fully and 2856 partially
damaged), moreover, 388.5 KM roads infrastructures has vanished, 03 shops has destructed and 03 Bridges
are collapsed Weather Forecast for Next 24 Hours by PMD.",Pakistan,2022-08-02 09:38:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-july-29-2022,
---------------------,------------------------------------------,----------------,--------------------------------,"The villagers reported that within four short hours, waves started to make way from the mountains towards the village, destroying all 70 homes.",Pakistan,2022-08-06 11:32:58+00:00,News and Press Release,https://reliefweb.int/report/pakistan/live-updates-pakistan-floods,
         70          ,                Destroyed                 ,    Household   ,               N/A              ,"The villagers reported that within four short hours, waves started to make way from the mountains towards the village, destroying all 70 homes.",Pakistan,2022-08-06 11:32:58+00:00,News and Press Release,https://reliefweb.int/report/pakistan/live-updates-pakistan-floods,
:------------------:,:------:,:---------------:,:------------------------------:,"Due to rain, 3x houses fully and 9x houses partially damaged and 03x cattle perished.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
         12         ,Damage  ,     Household   ,              Unknown           ,"Due to rain, 3x houses fully and 9x houses partially damaged and 03x cattle perished.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
         3          ,Destroyed,   Household   ,              Unknown           ,"Due to rain, 3x houses fully and 9x houses partially damaged and 03x cattle perished.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
         03         ,Unknown ,       Cattle    ,              Unknown           ,"Due to rain, 3x houses fully and 9x houses partially damaged and 03x cattle perished.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 ------------------- , --------------------, -------------, ----------------------,"Due to rain (29th – 30th July 2022), 34x houses partially damaged and 01x cattle perished.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
         34          ,      Partially Damaged       ,  Household   ,           -           ,"Due to rain (29th – 30th July 2022), 34x houses partially damaged and 01x cattle perished.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
         1            ,          Perished                   ,     Cattle        ,           -           ,"Due to rain (29th – 30th July 2022), 34x houses partially damaged and 01x cattle perished.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 --- , --- , --- , --- ,"Due to rain, 01x child died and 01x house fully & 05x houses partially damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 6 ," 1 child died, 1 house fully damaged, 5 houses partially damaged ", Household/Residence , Not specified ,"Due to rain, 01x child died and 01x house fully & 05x houses partially damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 1 , Fully damaged , Household/Residence , Not specified ,"Due to rain, 01x child died and 01x house fully & 05x houses partially damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
 5 , Partially damaged , Household/Residence , Not specified ,"Due to rain, 01x child died and 01x house fully & 05x houses partially damaged.",Pakistan,2022-08-02 05:07:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-049-1300-hrs-31st-july-2022-1300-hrs-1st-aug-2022,
